radio_flux_10.7cm;sesc_sunspot_number;sunspot_area;goes15_xray_bkgd_flux;mwl_alpha;mwl_beta;mwl_gamma;mwl_beta_gamma;mwl_delta;mwl_beta_delta;mwl_beta_gamma_delta;mwl_gamma_delta;c_class_flares;m_class_flares;x_class_flares
101;98;420;B1.2;yes;yes;no;yes;no;no;no;no;0;0;0
97;89;590;A8.3;yes;yes;no;yes;no;no;no;no;1;0;0
94;71;230;A7.4;no;yes;no;yes;no;no;no;no;1;0;0
91;41;140;B1.0;yes;yes;no;yes;no;no;no;no;0;0;0
89;37;120;A5.2;yes;yes;no;no;no;no;no;no;0;0;0
91;25;120;A4.4;yes;no;no;no;no;no;no;no;0;0;0
89;23;110;A5.3;yes;yes;no;no;no;no;no;no;0;0;0
89;39;120;A4.9;yes;yes;no;no;no;no;no;no;0;0;0
89;26;110;A4.4;yes;yes;no;no;no;no;no;no;0;0;0
86;40;90;A6.5;no;yes;no;no;no;no;no;no;0;0;0
84;41;100;A2.6;yes;yes;no;no;no;no;no;no;0;0;0
83;27;70;A2.6;yes;yes;no;no;no;no;no;no;0;0;0
84;37;80;A3.6;yes;yes;no;no;no;no;no;no;0;0;0
84;34;60;A3.8;yes;yes;no;no;no;no;no;no;0;0;0
84;62;110;A4.5;yes;yes;no;no;no;no;no;no;0;0;0
86;63;80;A3.3;yes;yes;no;no;no;no;no;no;0;0;0
91;67;220;A5.1;yes;yes;no;no;no;no;no;no;0;0;0
95;62;310;A6.3;yes;yes;no;no;no;no;no;no;0;0;0
105;88;390;B1.2;yes;yes;no;no;no;no;no;no;0;0;0
107;86;410;B3.2;yes;yes;no;no;no;no;no;no;4;0;0
107;88;580;B1.7;yes;yes;no;no;no;no;no;no;1;0;0
91;85;540;B2.2;no;yes;no;no;no;no;no;no;2;0;0
103;64;420;B1.2;yes;yes;no;no;no;no;no;no;3;0;0
99;57;420;B1.3;no;yes;no;yes;no;no;no;no;1;0;0
96;29;360;A9.3;yes;yes;no;no;no;no;no;no;1;0;0
99;28;360;A6.8;yes;no;no;yes;no;no;no;no;0;0;0
96;38;230;A7.1;no;yes;no;no;no;no;no;no;1;0;0
99;59;140;B2.1;yes;yes;no;no;no;no;no;no;2;0;0
99;78;110;B2.6;no;yes;no;no;no;no;no;no;1;0;0
95;69;200;B1.6;yes;yes;no;no;no;no;no;no;0;0;0
93;69;200;A6.7;yes;yes;no;no;no;no;no;no;0;0;0
90;78;140;A4.5;yes;yes;no;no;no;no;no;no;0;0;0
94;60;100;A6.3;yes;yes;no;no;no;no;no;no;0;0;0
98;93;280;B1.1;no;yes;no;no;no;no;no;no;3;0;0
98;105;300;B1.3;yes;yes;no;no;no;no;no;no;2;0;0
97;56;310;NA;yes;yes;no;no;no;no;no;no;7;0;0
102;55;560;B3.2;yes;yes;no;no;no;no;no;no;7;0;0
97;42;710;B5.7;yes;yes;no;yes;no;no;no;no;9;0;0
92;54;400;B2.1;no;yes;no;yes;no;no;no;no;2;0;0
92;54;80;B2.3;no;yes;no;no;no;no;no;no;1;0;0
91;57;130;B1.6;yes;yes;no;no;no;no;no;no;1;0;0
90;49;150;B1.4;yes;yes;no;no;no;no;no;no;1;0;0
96;75;280;B1.5;yes;yes;no;no;no;no;no;no;0;0;0
101;83;370;B1.0;yes;yes;no;no;no;no;no;no;0;0;0
102;114;300;B1.8;yes;yes;no;no;no;no;no;no;1;0;0
105;115;360;B1.2;yes;yes;no;no;no;no;no;no;1;0;0
120;119;420;B2.2;yes;yes;no;no;no;no;no;no;3;0;0
133;110;900;B4.2;yes;yes;no;yes;no;no;no;no;9;3;0
124;92;990;B5.4;yes;yes;no;no;no;no;yes;no;10;1;0
126;81;910;B6.8;yes;yes;no;yes;no;no;no;no;8;0;0
127;102;930;B3.3;yes;yes;no;yes;no;no;no;no;2;1;0
125;80;880;B3.5;yes;yes;no;yes;no;no;no;no;8;1;0
127;100;910;B5.0;yes;yes;no;yes;no;no;no;no;8;0;0
126;95;810;B4.5;yes;yes;no;yes;no;no;no;no;3;0;0
128;114;960;B6.8;yes;yes;no;no;no;no;no;no;4;1;0
122;72;650;C1.0;yes;yes;no;no;no;no;no;no;0;1;0
121;83;890;B4.9;no;yes;no;yes;no;no;no;no;5;0;0
115;79;770;B3.8;yes;yes;no;yes;no;no;no;no;2;0;0
110;77;720;B3.2;yes;yes;no;yes;no;no;no;no;0;1;0
108;80;620;B3.4;yes;yes;no;yes;no;no;no;no;3;1;0
104;81;580;B5.0;yes;yes;no;yes;no;no;no;no;2;0;0
100;82;650;B2.2;no;yes;no;yes;no;no;no;no;0;0;0
108;66;510;B1.6;yes;yes;no;yes;no;no;no;no;2;0;0
108;71;610;B4.1;yes;yes;no;yes;no;no;no;no;5;0;0
106;90;720;B2.2;yes;yes;no;yes;no;no;no;no;5;0;0
103;67;470;B3.8;no;yes;no;yes;no;no;no;no;7;0;0
104;74;410;B3.6;yes;yes;no;yes;no;no;no;no;1;0;0
110;70;200;B4.7;no;yes;no;yes;no;no;no;no;4;0;0
126;82;500;B5.9;yes;yes;no;no;no;no;no;no;5;1;0
133;82;650;B9.5;yes;yes;no;no;no;no;no;no;6;1;0
135;120;830;B5.9;yes;yes;no;no;no;no;no;no;7;0;0
141;131;940;B5.0;yes;yes;no;no;no;no;no;no;5;0;0
140;192;840;B4.1;yes;yes;no;yes;no;no;no;no;3;0;0
130;145;890;B4.2;yes;yes;no;no;no;no;no;no;4;0;0
128;132;660;B3.6;no;yes;no;no;no;no;no;no;5;0;0
117;111;570;B3.1;no;yes;no;no;no;no;no;no;0;0;0
115;82;430;B2.7;no;yes;no;no;no;no;no;no;1;0;0
112;83;280;B3.2;yes;yes;no;no;no;no;no;no;0;0;0
113;79;380;B2.5;yes;yes;no;no;no;no;no;no;5;0;0
106;59;210;B4.8;no;yes;no;no;no;no;no;no;3;0;0
101;70;130;B2.7;yes;yes;no;no;no;no;no;no;0;0;0
99;28;50;B4.4;yes;yes;no;no;no;no;no;no;0;0;0
96;35;90;B2.7;yes;yes;no;no;no;no;no;no;0;0;0
98;35;100;B1.7;no;yes;no;no;no;no;no;no;0;1;0
92;47;70;B2.9;yes;yes;no;no;no;no;no;no;0;0;0
88;41;130;B1.3;yes;yes;no;no;no;no;no;no;0;0;0
90;38;90;B1.6;yes;yes;no;no;no;no;no;no;0;0;1
91;22;0;B2.5;yes;yes;no;no;no;no;no;no;1;0;0
92;50;230;B1.7;yes;no;no;no;no;no;no;no;3;0;0
91;30;200;B1.2;yes;yes;no;no;no;no;no;no;0;0;0
91;19;200;B1.2;yes;yes;no;no;no;no;no;no;1;0;1
98;54;330;B1.8;no;no;no;no;no;yes;no;no;0;0;0
101;65;250;B1.7;no;yes;no;no;no;no;yes;no;2;1;0
103;74;310;B2.9;yes;yes;no;yes;no;no;no;no;1;0;0
113;89;490;B2.1;yes;yes;no;yes;no;no;no;no;7;2;0
117;110;660;B3.7;yes;no;no;yes;no;no;no;yes;6;0;1
117;123;770;B2.5;yes;yes;no;no;no;no;yes;no;3;1;0
121;117;980;B5.2;yes;yes;no;yes;no;no;no;no;5;0;0
133;105;1170;B4.0;yes;yes;no;no;no;yes;no;no;13;1;0
130;111;1070;C1.6;yes;yes;no;yes;no;no;no;no;10;1;1
123;82;1100;C2.1;yes;yes;no;no;no;no;no;no;7;2;0
118;81;620;B8.8;yes;yes;no;no;no;no;no;no;4;3;0
111;56;530;B9.5;yes;yes;no;no;no;no;no;no;13;1;0
107;61;540;B7.8;yes;yes;no;no;no;no;no;no;14;2;0
108;72;430;B2.7;yes;yes;no;no;no;no;no;no;0;0;0
112;90;460;B2.9;yes;yes;no;no;no;no;no;no;2;0;0
117;90;490;B2.5;yes;yes;no;no;no;no;no;no;2;0;0
117;94;440;B2.8;yes;yes;no;no;no;no;no;no;3;0;0
116;101;420;B3.8;yes;yes;no;yes;no;no;no;no;2;0;0
118;92;500;B4.7;no;yes;no;no;no;no;no;no;3;0;0
110;89;550;B2.8;no;yes;no;no;no;no;no;no;0;0;0
102;92;370;B2.7;no;yes;no;no;no;no;no;no;0;0;0
99;77;190;B2.2;no;yes;no;no;no;no;no;no;3;0;0
92;58;120;B3.9;no;yes;no;no;no;no;no;no;0;0;0
89;29;60;B1.0;yes;yes;no;no;no;no;no;no;0;0;0
87;26;60;B1.0;yes;yes;no;no;no;no;no;no;0;0;0
90;47;40;B1.1;yes;yes;no;no;no;no;no;no;0;0;0
96;41;210;B1.6;yes;yes;no;no;no;no;no;no;1;0;0
92;57;460;B1.9;yes;yes;no;no;no;no;no;no;0;0;0
93;49;550;B1.5;yes;yes;no;no;no;no;no;no;2;0;0
94;49;570;B2.4;yes;yes;no;no;no;no;no;no;13;0;0
98;47;410;C1.1;yes;yes;no;no;no;no;no;no;18;1;0
95;44;210;B7.9;no;yes;no;no;no;no;no;no;9;1;0
96;62;230;B5.3;yes;yes;no;no;no;no;no;no;1;0;0
94;62;200;B2.4;no;yes;no;no;no;no;no;no;1;0;0
100;59;190;B1.7;yes;yes;no;no;no;no;no;no;0;0;0
105;71;550;B2.1;no;yes;no;no;no;no;no;no;0;0;0
113;65;600;B2.4;yes;yes;no;no;no;no;no;no;2;0;0
112;92;670;B2.5;yes;yes;no;no;no;no;no;no;2;0;0
115;99;650;B4.1;yes;yes;no;no;no;no;no;no;3;0;0
115;110;540;B2.1;no;yes;no;yes;no;no;no;no;0;0;0
113;96;570;B2.2;no;yes;no;yes;no;no;no;no;1;0;0
117;104;520;B2.1;yes;yes;no;no;no;no;no;no;2;0;0
112;101;460;B2.7;yes;yes;no;no;no;no;no;no;0;0;0
112;103;600;B2.4;yes;yes;no;no;no;no;no;no;3;0;0
112;95;560;B6.4;yes;yes;no;no;no;no;no;no;0;1;0
112;122;690;B5.3;yes;yes;no;no;no;no;no;no;8;0;0
111;148;600;B4.5;yes;yes;no;no;no;no;no;no;7;1;0
102;104;470;B4.7;yes;yes;no;no;no;no;no;no;1;0;0
100;79;270;B2.0;yes;yes;no;no;no;no;no;no;1;0;0
104;71;290;B1.6;yes;yes;no;no;no;no;no;no;0;1;0
101;94;340;B4.7;yes;yes;no;no;no;no;no;no;0;0;0
100;68;260;B1.3;yes;yes;no;no;no;no;no;no;0;0;0
99;67;260;B1.0;yes;yes;no;no;no;no;no;no;0;0;0
101;80;280;B1.7;yes;yes;no;no;no;no;no;no;3;0;0
102;87;350;B2.9;yes;yes;no;no;no;no;no;no;5;0;0
101;64;420;B2.3;yes;yes;no;no;no;no;no;no;2;0;0
96;59;400;B1.9;yes;yes;no;no;no;no;no;no;2;0;0
105;64;440;B1.9;no;yes;no;no;no;no;no;no;7;0;0
106;84;460;B2.4;yes;yes;no;no;no;no;no;no;5;0;0
109;99;460;B3.4;yes;yes;no;yes;no;no;no;no;1;0;0
115;125;540;B4.7;yes;yes;no;no;no;no;no;no;4;1;0
122;133;680;B3.9;yes;yes;no;no;no;no;no;no;5;0;0
119;137;650;B3.2;yes;yes;no;no;no;no;no;no;2;0;0
121;127;780;B3.9;yes;yes;no;no;no;no;no;no;2;0;0
127;126;710;B4.7;yes;yes;no;no;no;no;no;no;4;0;0
120;109;650;B3.1;yes;yes;no;no;no;no;no;no;1;0;0
128;123;640;C1.2;yes;yes;no;no;no;no;no;no;5;1;0
129;129;640;B8.2;yes;yes;no;no;no;no;no;no;10;1;0
124;137;540;B3.7;yes;yes;no;no;no;no;no;no;6;0;0
121;110;410;B3.1;yes;yes;no;no;no;no;no;no;1;0;0
115;92;380;B2.4;yes;yes;no;no;no;no;no;no;1;0;0
112;56;310;B2.2;yes;yes;no;no;no;no;no;no;2;0;0
114;61;310;B4.4;yes;yes;no;no;no;no;no;no;1;0;0
109;91;290;B2.1;yes;yes;no;no;no;no;no;no;1;0;0
108;96;350;B2.7;yes;yes;no;no;no;no;no;no;2;0;0
99;82;270;B2.3;yes;yes;no;no;no;no;no;no;0;0;0
106;50;110;B2.3;yes;yes;no;no;no;no;no;no;0;0;0
103;58;160;B1.9;yes;no;no;yes;no;no;no;no;3;1;0
105;95;160;B1.3;yes;yes;no;yes;no;no;no;no;6;0;0
106;113;190;B3.2;no;yes;no;yes;no;no;no;no;9;0;0
100;89;240;B1.7;yes;yes;no;yes;no;no;no;no;0;0;0
99;76;130;B1.1;yes;yes;no;no;no;no;no;no;1;0;0
102;62;160;B1.0;yes;yes;no;no;no;no;no;no;1;0;0
112;90;210;B2.2;yes;yes;no;no;no;no;no;no;0;0;0
110;125;450;B4.8;yes;yes;no;no;no;no;no;no;0;0;0
114;145;640;B3.3;yes;yes;no;no;no;no;no;no;3;0;0
115;139;650;B2.8;yes;yes;no;no;no;no;no;no;3;0;0
125;111;810;B2.7;yes;yes;no;no;no;no;no;no;4;0;0
122;85;890;B2.3;yes;yes;no;no;no;no;no;no;2;0;0
119;80;1040;B2.2;yes;yes;no;no;no;no;no;no;0;0;0
120;109;960;B2.2;no;yes;no;no;no;yes;no;no;0;0;0
121;116;790;B2.0;yes;yes;no;no;no;yes;no;no;0;0;0
120;115;810;B2.2;yes;yes;no;no;no;yes;no;no;0;0;0
115;69;680;B1.5;yes;yes;no;no;no;no;no;no;0;0;0
114;107;680;B1.5;yes;yes;no;no;no;no;no;no;2;0;0
112;74;570;B1.9;yes;yes;no;no;no;no;no;no;1;0;0
110;121;520;B2.4;yes;yes;no;no;no;no;no;no;1;0;0
109;112;460;B3.7;yes;yes;no;no;no;no;no;no;0;0;0
116;80;370;B2.1;yes;yes;no;no;no;no;no;no;0;0;0
127;85;420;B3.1;yes;yes;no;no;no;no;no;no;1;0;0
138;122;810;B3.1;yes;yes;no;yes;no;no;no;no;10;0;0
145;127;1060;B5.4;yes;yes;no;no;no;no;yes;no;7;0;0
147;121;1300;B5.8;yes;yes;no;yes;no;no;no;no;7;1;0
154;155;1670;B7.2;yes;yes;no;yes;no;no;yes;no;6;2;0
149;136;1740;B4.9;yes;yes;no;yes;no;no;no;no;4;0;0
150;144;1550;B5.8;no;yes;no;yes;no;no;no;no;2;0;0
147;137;1540;B4.8;no;yes;no;yes;no;no;no;no;2;0;0
137;109;1270;B4.5;no;yes;no;no;no;no;no;no;6;0;0
137;80;1060;B4.9;no;yes;no;yes;no;no;yes;no;4;1;0
133;106;1070;B4.6;no;yes;no;no;no;no;yes;no;6;0;0
140;90;1170;B6.5;yes;yes;no;no;no;no;yes;no;2;1;0
136;90;950;C1.2;yes;yes;no;no;no;no;no;no;5;0;1
133;104;1040;B5.1;yes;yes;no;yes;no;no;no;no;1;1;2
135;132;1150;C4.5;yes;yes;no;no;no;no;no;no;3;2;1
139;120;830;C1.6;yes;yes;no;no;no;no;no;no;5;0;0
132;138;830;B5.3;yes;yes;no;no;no;yes;no;no;5;1;0
133;102;820;C1.6;yes;yes;no;no;no;no;no;no;6;0;0
126;121;670;B4.0;yes;yes;no;no;no;yes;no;no;3;1;0
121;99;640;B4.1;yes;yes;no;no;no;yes;no;no;1;0;1
122;109;700;C4.9;yes;yes;no;yes;no;no;no;no;0;0;0
127;146;650;B2.4;yes;yes;no;no;no;yes;no;no;0;0;0
135;153;460;B3.0;yes;yes;no;yes;no;no;no;no;2;0;0
139;167;530;B5.0;yes;yes;no;no;no;no;no;no;2;0;0
147;128;810;B4.8;yes;yes;no;yes;no;no;no;no;7;0;0
163;136;1630;B7.3;yes;yes;no;yes;no;no;no;no;17;3;0
179;133;1820;C1.2;yes;yes;no;yes;no;no;no;no;8;1;0
177;129;2010;C1.5;yes;yes;no;yes;no;no;no;no;9;1;0
163;116;2250;C1.1;no;yes;no;yes;no;no;no;no;6;1;0
163;117;1860;C1.0;yes;yes;no;no;no;no;yes;no;6;2;0
155;73;1640;B8.7;yes;yes;no;yes;no;no;no;no;3;0;0
154;101;1530;C1.1;yes;yes;no;yes;no;no;no;no;9;0;0
165;142;1740;B5.8;yes;yes;no;yes;no;no;no;no;7;0;0
151;138;1500;B4.7;yes;yes;no;yes;no;no;no;no;1;0;0
154;164;1490;B5.4;yes;yes;no;yes;no;no;no;no;5;0;0
145;156;960;B6.0;no;yes;no;yes;no;no;no;no;5;1;0
142;123;640;B5.0;yes;yes;no;yes;no;no;no;no;4;0;0
139;134;690;B5.4;yes;yes;no;no;no;no;no;no;5;1;0
135;118;870;B5.7;yes;yes;no;no;no;no;no;no;4;0;0
131;111;940;B3.4;yes;yes;no;no;no;no;no;no;5;0;0
122;106;630;B2.9;no;yes;no;no;no;no;no;no;1;0;0
117;71;400;B2.7;yes;yes;no;no;no;no;no;no;1;0;0
119;86;280;B2.8;yes;yes;no;no;no;no;no;no;0;0;0
117;100;390;B3.6;yes;yes;no;no;no;no;no;no;0;0;0
123;106;700;B3.7;yes;yes;no;no;no;no;no;no;0;0;0
127;133;800;B3.2;yes;yes;no;no;no;no;no;no;0;0;0
132;130;790;B3.1;yes;yes;no;no;no;no;no;no;1;1;0
138;151;910;B3.5;yes;yes;no;no;no;no;no;no;4;0;0
141;154;720;B3.5;yes;yes;no;no;no;no;no;no;3;0;0
143;162;760;B5.3;yes;yes;no;no;no;no;no;no;4;1;0
135;156;800;B4.1;yes;yes;no;no;no;no;no;no;2;0;0
139;118;680;B3.7;yes;yes;no;no;no;no;yes;no;4;0;0
136;115;770;B5.3;yes;yes;no;yes;no;no;no;no;4;0;0
127;87;620;B4.0;yes;yes;no;no;no;no;no;no;5;0;0
123;127;550;B3.8;yes;yes;no;no;no;no;no;no;5;1;0
116;86;330;B2.6;yes;yes;no;no;no;no;no;no;1;0;0
122;59;290;B2.8;yes;yes;no;no;no;no;no;no;0;1;0
119;47;140;B5.8;yes;yes;no;no;no;no;no;no;6;0;0
113;51;290;B2.5;yes;yes;no;no;no;no;no;no;0;0;0
112;38;270;B1.8;yes;yes;no;no;no;no;no;no;0;0;0
115;21;260;B2.0;yes;yes;no;no;no;no;no;no;0;0;0
117;49;250;B2.2;no;yes;no;no;no;no;no;no;0;0;0
117;68;330;B2.2;yes;yes;no;no;no;no;no;no;0;0;0
124;98;670;B2.2;yes;yes;no;no;no;no;no;no;9;2;0
124;146;450;B2.9;no;yes;no;no;no;no;no;no;5;0;0
124;125;350;B2.4;no;yes;no;no;yes;yes;no;no;3;0;0
121;94;340;B3.0;yes;yes;no;no;no;no;no;no;5;0;0
119;68;200;B4.2;yes;yes;no;no;no;no;no;no;5;0;0
114;76;240;B3.1;yes;yes;no;no;no;no;no;no;2;0;0
118;70;240;B3.2;yes;yes;no;no;no;no;no;no;2;0;0
119;86;330;B2.2;yes;yes;no;no;no;no;no;no;1;0;0
131;113;450;B2.3;no;yes;no;no;no;no;no;no;2;0;0
131;120;570;B4.0;yes;yes;no;no;no;no;no;no;3;0;0
135;107;730;B3.2;yes;yes;no;no;no;no;no;no;4;0;0
126;136;840;C1.6;yes;yes;no;yes;no;no;no;no;1;1;0
118;116;570;B3.3;yes;yes;no;yes;no;no;no;no;6;0;0
121;104;290;B6.7;yes;yes;no;no;no;no;no;no;8;0;0
118;99;220;B7.1;yes;yes;no;no;no;no;no;no;3;0;0
115;60;420;B3.7;yes;yes;no;no;no;no;no;no;5;0;0
113;71;390;B2.2;no;yes;no;yes;no;no;no;no;1;0;0
111;43;260;B2.0;yes;yes;no;no;no;no;no;no;1;0;0
108;49;90;B2.8;no;yes;no;no;no;no;no;no;1;0;0
104;50;90;B3.0;yes;yes;no;no;no;no;no;no;3;0;0
103;17;40;B2.1;yes;yes;no;no;no;no;no;no;0;0;0
108;33;100;B1.5;no;yes;no;no;no;no;no;no;3;0;0
110;81;330;B2.3;no;yes;no;no;no;no;no;no;1;0;0
112;81;360;B2.1;yes;yes;no;no;no;no;no;no;0;0;0
119;71;310;B2.0;yes;yes;no;no;no;no;no;no;0;0;0
121;79;320;B2.7;no;yes;no;no;no;no;no;no;1;0;0
126;76;350;B2.4;yes;yes;no;no;no;no;no;no;1;0;0
152;81;540;B2.6;yes;yes;no;yes;no;no;no;no;0;1;0
141;124;620;B4.8;yes;yes;no;yes;no;no;no;no;11;0;0
153;137;680;C2.3;yes;yes;no;yes;no;no;no;no;11;3;0
141;142;730;C1.1;yes;yes;no;no;no;no;yes;no;18;1;0
149;144;720;B4.6;yes;yes;no;no;no;no;yes;no;6;1;0
153;137;1220;C1.3;yes;yes;no;no;no;no;yes;no;7;2;0
162;107;1310;C1.5;yes;yes;no;yes;no;no;no;no;7;0;0
154;81;1260;C1.2;yes;yes;no;yes;no;no;no;no;10;1;0
147;82;930;C1.3;yes;yes;no;yes;no;no;no;no;11;2;0
142;85;800;C1.3;yes;yes;no;no;no;yes;no;no;7;1;0
135;97;850;B7.1;yes;yes;no;no;no;no;no;no;2;0;0
127;129;1050;B7.0;yes;yes;no;no;no;no;no;no;5;0;0
126;110;770;B4.5;yes;yes;no;no;no;no;no;no;2;0;0
125;76;550;B4.0;yes;yes;no;no;no;no;no;no;7;0;0
121;92;480;B4.0;yes;yes;no;no;no;no;no;no;1;0;0
115;72;410;B2.3;yes;yes;no;no;no;no;no;no;1;0;0
117;57;360;B1.8;yes;yes;no;no;no;no;no;no;0;0;0
122;58;430;B2.3;yes;yes;no;no;no;no;no;no;2;0;0
121;55;510;B4.2;no;yes;no;no;no;no;no;no;12;0;0
126;56;320;B7.2;yes;yes;no;no;no;no;no;no;4;2;2
130;56;250;C1.5;no;yes;no;no;no;no;no;no;4;1;1
140;74;520;C1.4;no;yes;no;no;no;no;no;no;6;0;1
150;102;950;B8.4;yes;yes;no;no;no;no;no;no;8;0;0
156;132;940;B5.9;yes;yes;no;yes;no;no;no;no;11;0;0
159;121;900;B6.8;yes;yes;no;yes;no;no;no;no;10;1;0
165;110;880;C1.4;yes;yes;no;yes;no;no;no;no;1;0;1
168;126;990;C1.2;yes;yes;no;yes;no;no;no;no;6;0;0
163;186;930;B8.0;no;yes;no;yes;no;no;no;no;13;0;0
163;153;1340;B7.5;no;yes;no;yes;no;no;no;no;8;0;0
152;144;950;B6.0;yes;yes;no;yes;no;no;no;no;3;0;0
153;136;830;B6.5;yes;yes;no;yes;no;no;no;no;2;0;0
148;109;890;B5.4;yes;yes;no;yes;no;no;no;no;4;0;0
142;91;960;B4.7;yes;yes;no;no;no;no;no;no;3;0;0
142;106;1040;B5.0;yes;yes;no;no;no;no;no;no;6;0;0
153;143;950;B5.3;yes;yes;no;no;no;no;no;no;5;0;0
162;158;980;B5.3;yes;yes;no;no;no;no;no;no;7;0;0
154;132;870;B8.3;yes;yes;no;no;no;no;no;no;12;0;0
134;145;800;B6.8;yes;yes;no;no;no;no;no;no;2;0;0
143;166;1040;B4.9;yes;yes;no;no;no;no;no;no;5;0;0
143;142;740;B6.0;yes;yes;no;yes;no;no;no;no;7;0;0
144;152;690;B5.6;yes;yes;no;yes;no;no;no;no;9;0;0
144;113;690;B7.2;yes;yes;no;yes;no;no;yes;no;9;0;0
142;108;650;B5.1;yes;yes;no;yes;no;no;no;no;4;0;0
141;118;570;B4.6;yes;yes;no;yes;no;no;no;no;8;0;0
146;93;460;B5.8;yes;yes;no;yes;no;no;no;no;7;1;0
155;76;510;C1.0;yes;yes;no;yes;no;no;no;no;9;1;0
138;88;550;B8.7;no;yes;no;yes;no;no;no;no;5;0;0
135;98;340;B6.1;yes;yes;no;yes;no;no;no;no;4;1;0
135;72;270;B6.3;yes;yes;no;yes;no;no;no;no;3;0;0
129;56;200;B5.9;yes;yes;no;yes;no;no;no;no;3;0;0
140;78;250;B6.5;yes;yes;no;no;no;no;no;no;3;2;0
139;93;290;C1.8;yes;yes;no;no;no;no;no;no;3;1;0
144;84;370;B6.7;yes;yes;no;no;no;no;no;no;6;1;0
145;100;550;B8.0;yes;yes;no;no;no;no;no;no;10;0;0
167;156;800;B9.2;yes;yes;no;no;no;no;no;no;12;0;0
184;177;1170;C2.5;yes;yes;no;yes;no;no;yes;no;7;4;0
183;136;1170;C1.2;yes;yes;no;yes;no;no;yes;no;9;0;0
179;186;1270;B9.9;yes;yes;no;yes;no;no;yes;no;11;1;0
175;135;1070;C1.0;yes;yes;no;yes;no;no;yes;no;14;0;0
167;121;860;B6.3;yes;yes;no;no;no;no;yes;no;4;1;0
160;107;690;B8.7;yes;yes;no;no;no;no;yes;no;4;0;0
155;113;670;B6.7;yes;yes;no;no;no;no;yes;no;7;0;0
147;94;550;B6.8;yes;yes;no;no;no;no;yes;no;4;0;0
137;87;490;B6.6;yes;yes;no;yes;no;no;no;no;5;0;0
126;70;260;B7.0;yes;yes;no;no;no;no;no;no;5;0;0
115;125;260;C2.1;yes;yes;no;no;no;no;no;no;0;0;0
116;99;150;B2.3;yes;yes;no;no;no;no;no;no;2;0;0
115;70;160;B2.2;yes;yes;no;no;no;no;no;no;1;0;0
110;62;210;B2.7;yes;yes;no;no;no;no;no;no;1;0;0
112;46;140;B2.0;yes;yes;no;no;no;no;no;no;4;0;0
113;66;290;B5.7;yes;yes;no;no;no;no;no;no;2;0;0
119;77;450;B2.2;yes;yes;no;no;no;no;no;no;10;0;0
137;86;560;B4.4;yes;yes;no;yes;no;no;no;no;11;2;0
143;106;680;B5.5;yes;yes;no;no;no;no;no;no;25;1;0
159;106;720;B6.6;yes;yes;no;yes;no;no;no;no;20;2;0
161;131;610;B7.4;yes;yes;no;yes;no;no;no;no;22;0;0
171;169;730;B9.2;yes;yes;no;yes;no;no;no;no;25;1;0
176;182;750;C1.0;yes;yes;no;yes;no;no;no;no;8;0;0
172;156;760;C1.0;yes;yes;no;yes;no;no;yes;no;5;1;0
175;134;880;C6.1;yes;yes;no;yes;no;no;no;no;1;0;0
178;141;1020;C1.8;yes;yes;no;yes;no;no;no;no;8;1;0
166;117;760;C1.2;yes;yes;no;yes;no;no;no;no;13;0;0
162;107;510;C1.0;yes;yes;no;yes;no;no;no;no;4;0;0
138;81;290;C1.7;yes;yes;no;yes;no;no;no;no;4;1;0
133;47;100;C1.1;no;yes;no;no;no;no;no;no;3;0;0
125;64;70;B4.2;yes;yes;no;no;no;no;no;no;3;0;0
119;37;20;B7.4;yes;yes;no;no;no;no;no;no;0;0;0
118;33;30;B2.4;yes;yes;no;no;no;no;no;no;1;0;0
118;29;170;B2.4;no;yes;no;no;no;no;no;no;0;0;0
115;59;210;B3.6;no;yes;no;no;no;no;no;no;0;0;0
118;36;80;B3.0;no;yes;no;no;no;no;no;no;1;0;0
111;47;30;B4.7;yes;yes;no;no;no;no;no;no;0;0;0
109;42;100;B3.5;yes;yes;no;no;no;no;no;no;1;0;0
107;20;190;B2.1;yes;yes;no;no;no;no;no;no;1;0;0
104;15;20;B2.3;no;yes;no;no;no;no;no;no;0;0;0
99;27;50;B1.9;no;yes;no;no;no;no;no;no;0;0;0
110;36;20;B1.6;yes;yes;no;no;no;no;no;no;0;0;0
125;75;420;B3.4;yes;yes;no;no;no;no;no;no;5;0;0
129;57;620;B3.6;yes;yes;no;no;no;no;no;no;3;0;0
152;69;1110;B4.1;yes;yes;no;no;no;no;no;no;3;0;0
164;84;1270;C1.0;yes;yes;no;no;no;no;no;no;2;0;0
188;165;1370;B7.1;no;yes;no;yes;no;no;yes;no;10;1;0
198;199;1590;B6.8;yes;yes;no;yes;no;no;no;no;11;0;0
205;211;1610;B7.8;yes;yes;no;yes;no;no;no;no;10;1;0
190;167;1710;C1.4;yes;yes;no;yes;no;no;no;no;9;0;0
192;176;1660;B9.2;yes;yes;no;yes;no;no;no;no;8;2;0
190;135;1460;B7.2;yes;yes;no;yes;no;no;no;no;6;0;0
168;135;1350;B8.9;yes;yes;no;no;no;no;no;no;11;0;0
164;122;1300;B6.0;yes;yes;no;yes;no;no;no;no;3;0;0
157;118;1020;B7.9;yes;yes;no;no;no;no;no;no;10;0;0
147;103;620;B5.9;yes;yes;no;no;no;no;no;no;2;1;0
130;108;200;B4.6;yes;yes;no;no;no;no;no;no;1;0;0
