,year,month,date,date_in_Fraction,daily total sunspot number,daily std dev,number of stations,definitive/provisional marker
5496,2012,1,19,2012.051,105,8.5,8,0
5497,2012,1,20,2012.053,102,10.3,7,0
5498,2012,1,21,2012.056,112,6.1,8,0
5499,2012,1,22,2012.059,109,6.1,10,0
5500,2012,1,23,2012.061,113,9.1,16,0
5501,2012,1,24,2012.064,86,9.2,11,0
5502,2012,1,25,2012.067,76,8.7,7,0
5503,2012,1,26,2012.07,49,4.1,10,0
5504,2012,1,27,2012.072,65,6.5,19,0
5505,2012,1,28,2012.075,45,3.7,10,0
5506,2012,1,29,2012.078,57,5.6,9,0
5507,2012,1,30,2012.081,62,5.9,13,0
5508,2012,1,31,2012.083,75,5.6,16,0
5509,2012,2,1,2012.086,89,7.0,18,0
5510,2012,2,2,2012.089,59,5.8,19,0
5511,2012,2,3,2012.092,35,2.9,16,0
5512,2012,2,4,2012.094,38,2.5,12,0
5513,2012,2,5,2012.097,29,2.5,12,0
5514,2012,2,6,2012.1,42,3.0,13,0
5515,2012,2,7,2012.102,32,4.8,12,0
5516,2012,2,8,2012.105,13,3.1,17,0
5517,2012,2,9,2012.108,29,3.8,14,0
5518,2012,2,10,2012.111,46,4.4,18,0
5519,2012,2,11,2012.113,46,3.3,18,0
5520,2012,2,12,2012.116,49,4.6,8,0
5521,2012,2,13,2012.119,65,4.0,10,0
5522,2012,2,14,2012.122,58,3.5,10,0
5523,2012,2,15,2012.124,54,3.4,7,0
5524,2012,2,16,2012.127,48,2.2,9,0
5525,2012,2,17,2012.13,49,3.1,11,0
5526,2012,2,18,2012.133,55,5.6,11,0
5527,2012,2,19,2012.135,70,3.7,18,0
5528,2012,2,20,2012.138,64,7.3,14,0
5529,2012,2,21,2012.141,59,4.1,18,0
5530,2012,2,22,2012.143,44,3.8,14,0
5531,2012,2,23,2012.146,55,5.3,9,0
5532,2012,2,24,2012.149,58,6.4,13,0
5533,2012,2,25,2012.152,48,2.9,18,0
5534,2012,2,26,2012.154,48,4.7,12,0
5535,2012,2,27,2012.157,44,4.7,13,0
5536,2012,2,28,2012.16,39,4.9,11,0
5537,2012,2,29,2012.163,20,2.8,13,0
5538,2012,3,1,2012.165,24,2.1,13,0
5539,2012,3,2,2012.168,27,2.3,12,0
5540,2012,3,3,2012.171,63,4.3,18,0
5541,2012,3,4,2012.173,86,5.7,12,0
5542,2012,3,5,2012.176,108,6.8,10,0
5543,2012,3,6,2012.179,115,7.4,15,0
5544,2012,3,7,2012.182,106,8.1,10,0
5545,2012,3,8,2012.184,97,8.1,18,0
5546,2012,3,9,2012.187,110,12.4,14,0
5547,2012,3,10,2012.19,104,14.5,12,0
5548,2012,3,11,2012.193,116,6.6,16,0
5549,2012,3,12,2012.195,116,7.7,15,0
5550,2012,3,13,2012.198,96,6.7,13,0
5551,2012,3,14,2012.201,85,6.0,16,0
5552,2012,3,15,2012.204,88,6.8,22,0
5553,2012,3,16,2012.206,85,6.9,21,0
5554,2012,3,17,2012.209,88,8.9,12,0
5555,2012,3,18,2012.212,62,5.2,14,0
5556,2012,3,19,2012.214,74,5.1,21,0
5557,2012,3,20,2012.217,86,5.5,20,0
5558,2012,3,21,2012.22,77,5.3,20,0
5559,2012,3,22,2012.223,70,7.3,18,0
5560,2012,3,23,2012.225,71,9.4,16,0
5561,2012,3,24,2012.228,94,8.6,19,0
5562,2012,3,25,2012.231,89,8.1,18,0
5563,2012,3,26,2012.234,88,6.8,21,0
5564,2012,3,27,2012.236,84,4.7,21,0
5565,2012,3,28,2012.239,88,5.5,21,0
5566,2012,3,29,2012.242,106,5.3,19,0
5567,2012,3,30,2012.245,94,8.9,13,0
5568,2012,3,31,2012.247,89,12.2,10,0
5569,2012,4,1,2012.25,65,8.3,17,0
5570,2012,4,2,2012.253,79,6.7,20,0
5571,2012,4,3,2012.255,72,4.9,21,0
5572,2012,4,4,2012.258,64,4.7,13,0
5573,2012,4,5,2012.261,53,5.7,9,0
5574,2012,4,6,2012.264,53,8.2,20,0
5575,2012,4,7,2012.266,30,4.0,11,0
5576,2012,4,8,2012.269,25,3.3,14,0
5577,2012,4,9,2012.272,14,3.5,12,0
5578,2012,4,10,2012.275,16,5.2,11,0
5579,2012,4,11,2012.277,30,4.8,16,0
5580,2012,4,12,2012.28,58,4.8,20,0
5581,2012,4,13,2012.283,54,3.0,17,0
5582,2012,4,14,2012.286,51,4.3,17,0
5583,2012,4,15,2012.288,90,9.8,13,0
5584,2012,4,16,2012.291,61,7.3,15,0
5585,2012,4,17,2012.294,79,4.6,19,0
5586,2012,4,18,2012.296,112,6.8,18,0
5587,2012,4,19,2012.299,148,10.0,20,0
5588,2012,4,20,2012.302,168,8.5,18,0
5589,2012,4,21,2012.305,162,12.9,13,0
5590,2012,4,22,2012.307,146,10.2,15,0
5591,2012,4,23,2012.31,138,5.6,21,0
5592,2012,4,24,2012.313,134,7.4,16,0
5593,2012,4,25,2012.316,126,6.8,15,0
5594,2012,4,26,2012.318,117,7.0,13,0
5595,2012,4,27,2012.321,106,5.9,18,0
5596,2012,4,28,2012.324,112,8.0,16,0
5597,2012,4,29,2012.327,110,9.3,13,0
5598,2012,4,30,2012.329,104,5.3,18,0
5599,2012,5,1,2012.332,96,7.9,20,0
5600,2012,5,2,2012.335,95,7.9,14,0
5601,2012,5,3,2012.337,96,5.3,16,0
5602,2012,5,4,2012.34,87,4.9,19,0
5603,2012,5,5,2012.343,88,5.2,11,0
5604,2012,5,6,2012.346,87,5.6,12,0
5605,2012,5,7,2012.348,80,5.9,19,0
5606,2012,5,8,2012.351,85,4.7,16,0
5607,2012,5,9,2012.354,91,6.9,19,0
5608,2012,5,10,2012.357,96,7.0,21,0
5609,2012,5,11,2012.359,110,13.3,18,0
5610,2012,5,12,2012.362,101,7.1,22,0
5611,2012,5,13,2012.365,105,7.0,16,0
5612,2012,5,14,2012.367,119,7.3,20,0
5613,2012,5,15,2012.37,122,6.3,14,0
5614,2012,5,16,2012.373,137,9.8,15,0
5615,2012,5,17,2012.376,110,8.5,19,0
5616,2012,5,18,2012.378,102,4.9,17,0
5617,2012,5,19,2012.381,109,10.2,19,0
5618,2012,5,20,2012.384,116,6.0,13,0
5619,2012,5,21,2012.387,110,7.5,14,0
5620,2012,5,22,2012.389,80,6.1,16,0
5621,2012,5,23,2012.392,77,6.5,21,0
5622,2012,5,24,2012.395,87,9.8,18,0
5623,2012,5,25,2012.398,94,4.9,17,0
5624,2012,5,26,2012.4,80,7.0,21,0
5625,2012,5,27,2012.403,82,4.2,19,0
5626,2012,5,28,2012.406,109,8.6,23,0
5627,2012,5,29,2012.408,78,4.5,20,0
5628,2012,5,30,2012.411,73,5.8,17,0
5629,2012,5,31,2012.414,89,7.6,17,0
5630,2012,6,1,2012.417,121,7.0,17,0
5631,2012,6,2,2012.419,151,9.8,19,0
5632,2012,6,3,2012.422,165,2.9,7,0
5633,2012,6,4,2012.425,148,8.0,15,0
5634,2012,6,5,2012.428,151,11.7,14,0
5635,2012,6,6,2012.43,153,10.2,17,0
5636,2012,6,7,2012.433,127,9.2,19,0
5637,2012,6,8,2012.436,107,7.1,21,0
5638,2012,6,9,2012.439,106,7.3,14,0
5639,2012,6,10,2012.441,121,6.8,17,0
5640,2012,6,11,2012.444,128,8.5,13,0
5641,2012,6,12,2012.447,111,6.6,10,0
5642,2012,6,13,2012.449,113,7.0,17,0
5643,2012,6,14,2012.452,123,5.9,19,0
5644,2012,6,15,2012.455,117,7.8,16,0
5645,2012,6,16,2012.458,106,8.3,12,0
5646,2012,6,17,2012.46,88,7.6,20,0
5647,2012,6,18,2012.463,57,4.1,17,0
5648,2012,6,19,2012.466,51,5.6,17,0
5649,2012,6,20,2012.469,30,2.7,16,0
5650,2012,6,21,2012.471,16,2.5,14,0
5651,2012,6,22,2012.474,16,1.7,17,0
5652,2012,6,23,2012.477,16,1.5,19,0
5653,2012,6,24,2012.48,20,4.1,15,0
5654,2012,6,25,2012.482,17,1.0,17,0
5655,2012,6,26,2012.485,36,3.1,18,0
5656,2012,6,27,2012.488,70,6.8,22,0
5657,2012,6,28,2012.49,87,4.6,19,0
5658,2012,6,29,2012.493,103,5.1,19,0
5659,2012,6,30,2012.496,104,3.6,21,0
5660,2012,7,1,2012.499,126,5.9,17,0
5661,2012,7,2,2012.501,128,10.2,21,0
5662,2012,7,3,2012.504,125,7.5,18,0
5663,2012,7,4,2012.507,131,8.4,21,0
5664,2012,7,5,2012.51,129,7.8,18,0
5665,2012,7,6,2012.512,132,8.2,18,0
5666,2012,7,7,2012.515,146,9.3,19,0
5667,2012,7,8,2012.518,117,8.1,18,0
5668,2012,7,9,2012.52,122,10.5,23,0
5669,2012,7,10,2012.523,107,8.4,20,0
5670,2012,7,11,2012.526,110,7.8,23,0
5671,2012,7,12,2012.529,125,11.0,20,0
5672,2012,7,13,2012.531,129,11.5,16,0
5673,2012,7,14,2012.534,125,8.2,15,0
5674,2012,7,15,2012.537,117,8.5,18,0
5675,2012,7,16,2012.54,102,5.3,19,0
5676,2012,7,17,2012.542,86,8.5,20,0
5677,2012,7,18,2012.545,57,3.8,22,0
5678,2012,7,19,2012.548,38,3.2,23,0
5679,2012,7,20,2012.551,36,4.6,15,0
5680,2012,7,21,2012.553,29,2.9,16,0
5681,2012,7,22,2012.556,29,3.2,17,0
5682,2012,7,23,2012.559,63,4.6,22,0
5683,2012,7,24,2012.561,71,5.2,19,0
5684,2012,7,25,2012.564,68,4.8,20,0
5685,2012,7,26,2012.567,86,5.2,24,0
5686,2012,7,27,2012.57,110,7.5,24,0
5687,2012,7,28,2012.572,107,6.5,19,0
5688,2012,7,29,2012.575,111,5.3,19,0
5689,2012,7,30,2012.578,120,6.0,20,0
5690,2012,7,31,2012.581,122,7.2,17,0
5691,2012,8,1,2012.583,132,8.0,21,0
5692,2012,8,2,2012.586,143,8.9,21,0
5693,2012,8,3,2012.589,174,10.9,21,0
5694,2012,8,4,2012.592,152,11.0,20,0
5695,2012,8,5,2012.594,123,7.0,18,0
5696,2012,8,6,2012.597,98,6.0,20,0
5697,2012,8,7,2012.6,122,6.8,22,0
5698,2012,8,8,2012.602,123,6.9,24,0
5699,2012,8,9,2012.605,158,10.5,25,0
5700,2012,8,10,2012.608,131,8.7,19,0
5701,2012,8,11,2012.611,108,6.2,18,0
5702,2012,8,12,2012.613,98,5.5,17,0
5703,2012,8,13,2012.616,74,3.6,16,0
5704,2012,8,14,2012.619,33,1.9,16,0
5705,2012,8,15,2012.622,30,2.2,17,0
5706,2012,8,16,2012.624,32,2.3,22,0
5707,2012,8,17,2012.627,50,3.9,19,0
5708,2012,8,18,2012.63,54,4.2,18,0
5709,2012,8,19,2012.633,72,5.2,19,0
5710,2012,8,20,2012.635,80,6.3,21,0
5711,2012,8,21,2012.638,71,3.2,22,0
5712,2012,8,22,2012.641,69,4.2,21,0
5713,2012,8,23,2012.643,71,5.1,22,0
5714,2012,8,24,2012.646,71,3.9,21,0
5715,2012,8,25,2012.649,77,4.6,18,0
5716,2012,8,26,2012.652,78,4.6,14,0
5717,2012,8,27,2012.654,75,4.0,22,0
5718,2012,8,28,2012.657,80,5.1,20,0
5719,2012,8,29,2012.66,83,6.4,19,0
5720,2012,8,30,2012.663,126,6.8,20,0
5721,2012,8,31,2012.665,150,9.9,19,0
5722,2012,9,1,2012.668,145,7.9,17,0
5723,2012,9,2,2012.671,142,7.4,16,0
5724,2012,9,3,2012.673,171,17.7,17,0
5725,2012,9,4,2012.676,159,12.5,20,0
5726,2012,9,5,2012.679,122,8.2,18,0
5727,2012,9,6,2012.682,116,7.5,17,0
5728,2012,9,7,2012.684,95,6.7,21,0
5729,2012,9,8,2012.687,82,3.5,16,0
5730,2012,9,9,2012.69,89,6.9,20,0
5731,2012,9,10,2012.693,70,5.6,20,0
5732,2012,9,11,2012.695,76,7.4,17,0
5733,2012,9,12,2012.698,73,4.2,21,0
5734,2012,9,13,2012.701,58,4.0,15,0
5735,2012,9,14,2012.704,52,2.7,14,0
5736,2012,9,15,2012.706,61,3.7,18,0
5737,2012,9,16,2012.709,64,4.7,17,0
5738,2012,9,17,2012.712,55,2.8,17,0
5739,2012,9,18,2012.714,64,4.5,16,0
5740,2012,9,19,2012.717,67,3.4,18,0
5741,2012,9,20,2012.72,81,4.2,19,0
5742,2012,9,21,2012.723,84,8.8,19,0
5743,2012,9,22,2012.725,58,4.0,19,0
5744,2012,9,23,2012.728,75,6.6,6,0
5745,2012,9,24,2012.731,95,7.2,16,0
5746,2012,9,25,2012.734,136,11.5,17,0
5747,2012,9,26,2012.736,145,16.2,20,0
5748,2012,9,27,2012.739,113,12.7,18,0
5749,2012,9,28,2012.742,85,4.9,17,0
5750,2012,9,29,2012.745,79,3.5,12,0
5751,2012,9,30,2012.747,99,9.7,13,0
5752,2012,10,1,2012.75,78,4.4,18,0
5753,2012,10,2,2012.753,73,3.3,12,0
5754,2012,10,3,2012.755,63,2.8,14,0
5755,2012,10,4,2012.758,62,2.7,20,0
5756,2012,10,5,2012.761,60,4.4,17,0
5757,2012,10,6,2012.764,43,2.9,11,0
5758,2012,10,7,2012.766,40,2.3,16,0
5759,2012,10,8,2012.769,49,4.7,17,0
5760,2012,10,9,2012.772,70,4.4,21,0
5761,2012,10,10,2012.775,76,5.0,20,0
5762,2012,10,11,2012.777,73,5.0,17,0
5763,2012,10,12,2012.78,83,4.0,16,0
5764,2012,10,13,2012.783,80,4.9,10,0
5765,2012,10,14,2012.786,95,5.6,14,0
5766,2012,10,15,2012.788,119,5.8,17,0
5767,2012,10,16,2012.791,115,9.2,18,0
5768,2012,10,17,2012.794,102,5.1,13,0
5769,2012,10,18,2012.796,109,6.1,14,0
5770,2012,10,19,2012.799,95,8.9,22,0
5771,2012,10,20,2012.802,73,5.5,15,0
5772,2012,10,21,2012.805,82,4.6,17,0
5773,2012,10,22,2012.807,85,4.7,21,0
5774,2012,10,23,2012.81,92,5.4,20,0
5775,2012,10,24,2012.813,95,5.7,15,0
5776,2012,10,25,2012.816,79,6.3,14,0
5777,2012,10,26,2012.818,78,6.8,10,0
5778,2012,10,27,2012.821,67,3.0,15,0
5779,2012,10,28,2012.824,53,2.2,12,0
5780,2012,10,29,2012.827,69,4.5,13,0
5781,2012,10,30,2012.829,65,5.3,14,0
5782,2012,10,31,2012.832,50,2.9,20,0
5783,2012,11,1,2012.835,47,3.4,13,0
5784,2012,11,2,2012.837,45,3.3,17,0
5785,2012,11,3,2012.84,44,5.1,13,0
5786,2012,11,4,2012.843,45,4.8,13,0
5787,2012,11,5,2012.846,51,5.0,11,0
5788,2012,11,6,2012.848,47,7.1,16,0
5789,2012,11,7,2012.851,61,5.1,10,0
5790,2012,11,8,2012.854,65,3.0,12,0
5791,2012,11,9,2012.857,65,5.2,18,0
5792,2012,11,10,2012.859,79,4.3,13,0
5793,2012,11,11,2012.862,108,7.2,12,0
5794,2012,11,12,2012.865,122,5.3,14,0
5795,2012,11,13,2012.867,121,6.8,12,0
5796,2012,11,14,2012.87,133,5.3,17,0
5797,2012,11,15,2012.873,138,5.3,11,0
5798,2012,11,16,2012.876,142,8.2,12,0
5799,2012,11,17,2012.878,139,10.9,9,0
5800,2012,11,18,2012.881,132,13.9,11,0
5801,2012,11,19,2012.884,121,11.2,10,0
5802,2012,11,20,2012.887,105,8.4,17,0
5803,2012,11,21,2012.889,106,6.1,12,0
5804,2012,11,22,2012.892,95,6.3,16,0
5805,2012,11,23,2012.895,78,5.0,11,0
5806,2012,11,24,2012.898,82,5.9,10,0
5807,2012,11,25,2012.9,84,7.7,16,0
5808,2012,11,26,2012.903,72,4.0,14,0
5809,2012,11,27,2012.906,77,4.9,10,0
5810,2012,11,28,2012.908,77,7.6,9,0
5811,2012,11,29,2012.911,78,4.4,13,0
5812,2012,11,30,2012.914,70,2.6,10,0
5813,2012,12,1,2012.917,53,2.5,12,0
5814,2012,12,2,2012.919,47,3.1,11,0
5815,2012,12,3,2012.922,44,2.6,12,0
5816,2012,12,4,2012.925,54,4.3,10,0
5817,2012,12,5,2012.928,60,5.8,13,0
5818,2012,12,6,2012.93,28,3.0,16,0
5819,2012,12,7,2012.933,31,2.3,13,0
5820,2012,12,8,2012.936,50,5.4,14,0
5821,2012,12,9,2012.939,42,2.8,12,0
5822,2012,12,10,2012.941,43,2.9,12,0
5823,2012,12,11,2012.944,47,2.8,16,0
5824,2012,12,12,2012.947,67,5.9,16,0
5825,2012,12,13,2012.949,72,5.9,11,0
5826,2012,12,14,2012.952,60,6.0,10,0
5827,2012,12,15,2012.955,62,7.7,12,0
5828,2012,12,16,2012.958,65,4.2,10,0
5829,2012,12,17,2012.96,74,4.3,9,0
5830,2012,12,18,2012.963,60,4.4,8,0
5831,2012,12,19,2012.966,54,4.8,11,0
5832,2012,12,20,2012.969,56,4.0,11,0
5833,2012,12,21,2012.971,60,4.5,8,0
5834,2012,12,22,2012.974,78,5.0,7,0
5835,2012,12,23,2012.977,79,6.0,7,0
5836,2012,12,24,2012.98,57,8.6,12,0
5837,2012,12,25,2012.982,53,4.8,13,0
5838,2012,12,26,2012.985,57,6.8,13,0
5839,2012,12,27,2012.988,54,6.9,10,0
5840,2012,12,28,2012.99,53,4.6,6,0
5841,2012,12,29,2012.993,56,7.1,17,0
5842,2012,12,30,2012.996,56,5.4,15,0
5843,2012,12,31,2012.999,89,5.5,13,0
5844,2013,1,1,2013.001,99,8.6,13,0
5845,2013,1,2,2013.004,95,4.0,12,0
5846,2013,1,3,2013.007,130,8.6,11,0
5847,2013,1,4,2013.01,150,7.9,13,0
5848,2013,1,5,2013.012,162,9.0,8,0
5849,2013,1,6,2013.015,160,5.3,7,0
5850,2013,1,7,2013.018,145,7.2,10,0
5851,2013,1,8,2013.021,154,7.1,12,0
5852,2013,1,9,2013.023,156,4.3,5,0
5853,2013,1,10,2013.026,148,10.7,18,0
5854,2013,1,11,2013.029,163,9.8,14,0
5855,2013,1,12,2013.032,160,7.5,13,0
5856,2013,1,13,2013.034,128,6.8,13,0
5857,2013,1,14,2013.037,119,5.6,13,0
5858,2013,1,15,2013.04,110,4.9,10,0
5859,2013,1,16,2013.042,90,7.1,15,0
5860,2013,1,17,2013.045,63,3.6,11,0
5861,2013,1,18,2013.048,43,6.6,12,0
5862,2013,1,19,2013.051,47,3.5,12,0
5863,2013,1,20,2013.053,47,3.0,7,0
5864,2013,1,21,2013.056,37,3.6,7,0
5865,2013,1,22,2013.059,55,3.9,12,0
5866,2013,1,23,2013.062,60,3.5,8,0
5867,2013,1,24,2013.064,55,2.6,13,0
5868,2013,1,25,2013.067,49,2.3,12,0
5869,2013,1,26,2013.07,66,3.4,13,0
5870,2013,1,27,2013.073,72,8.1,10,0
5871,2013,1,28,2013.075,61,6.4,17,0
5872,2013,1,29,2013.078,52,2.9,9,0
5873,2013,1,30,2013.081,53,3.5,15,0
5874,2013,1,31,2013.084,49,2.9,17,0
5875,2013,2,1,2013.086,64,3.5,10,0
5876,2013,2,2,2013.089,72,5.0,13,0
5877,2013,2,3,2013.092,80,6.2,12,0
5878,2013,2,4,2013.095,38,3.4,12,0
5879,2013,2,5,2013.097,42,2.3,18,0
5880,2013,2,6,2013.1,43,3.0,14,0
5881,2013,2,7,2013.103,62,3.3,14,0
5882,2013,2,8,2013.105,59,3.1,17,0
5883,2013,2,9,2013.108,61,3.1,16,0
5884,2013,2,10,2013.111,48,4.1,16,0
5885,2013,2,11,2013.114,56,4.6,13,0
5886,2013,2,12,2013.116,64,5.4,11,0
5887,2013,2,13,2013.119,38,4.5,15,0
5888,2013,2,14,2013.122,35,2.2,11,0
5889,2013,2,15,2013.125,45,5.0,9,0
5890,2013,2,16,2013.127,40,5.9,9,0
5891,2013,2,17,2013.13,72,5.6,12,0
5892,2013,2,18,2013.133,109,7.5,15,0
5893,2013,2,19,2013.136,114,4.0,12,0
5894,2013,2,20,2013.138,107,5.7,21,0
5895,2013,2,21,2013.141,78,4.3,17,0
5896,2013,2,22,2013.144,67,4.6,14,0
5897,2013,2,23,2013.147,50,4.7,10,0
5898,2013,2,24,2013.149,30,3.2,5,0
5899,2013,2,25,2013.152,51,3.1,10,0
5900,2013,2,26,2013.155,53,2.1,12,0
5901,2013,2,27,2013.158,58,3.3,12,0
5902,2013,2,28,2013.16,70,3.8,13,0
5903,2013,3,1,2013.163,77,3.7,9,0
5904,2013,3,2,2013.166,96,7.5,9,0
5905,2013,3,3,2013.168,92,7.7,18,0
5906,2013,3,4,2013.171,88,6.2,20,0
5907,2013,3,5,2013.174,83,5.5,21,0
5908,2013,3,6,2013.177,77,5.6,22,0
5909,2013,3,7,2013.179,66,9.7,13,0
5910,2013,3,8,2013.182,73,9.8,11,0
5911,2013,3,9,2013.185,81,6.5,8,0
5912,2013,3,10,2013.188,100,12.2,7,0
5913,2013,3,11,2013.19,101,6.6,12,0
5914,2013,3,12,2013.193,115,5.9,13,0
5915,2013,3,13,2013.196,110,5.2,13,0
5916,2013,3,14,2013.199,123,5.0,17,0
5917,2013,3,15,2013.201,111,5.7,13,0
5918,2013,3,16,2013.204,110,8.0,15,0
5919,2013,3,17,2013.207,119,8.2,16,0
5920,2013,3,18,2013.21,107,5.8,12,0
5921,2013,3,19,2013.212,66,5.9,17,0
5922,2013,3,20,2013.215,51,5.9,12,0
5923,2013,3,21,2013.218,49,4.7,17,0
5924,2013,3,22,2013.221,49,4.9,17,0
5925,2013,3,23,2013.223,49,3.3,13,0
5926,2013,3,24,2013.226,41,3.2,12,0
5927,2013,3,25,2013.229,42,2.6,14,0
5928,2013,3,26,2013.232,30,2.2,15,0
5929,2013,3,27,2013.234,35,4.1,14,0
5930,2013,3,28,2013.237,47,6.3,14,0
5931,2013,3,29,2013.24,72,2.8,7,0
5932,2013,3,30,2013.242,73,4.3,18,0
5933,2013,3,31,2013.245,95,5.4,10,0
5934,2013,4,1,2013.248,79,3.7,13,0
5935,2013,4,2,2013.251,98,6.2,14,0
5936,2013,4,3,2013.253,101,7.3,15,0
5937,2013,4,4,2013.256,93,10.6,14,0
5938,2013,4,5,2013.259,114,6.0,6,0
5939,2013,4,6,2013.262,113,4.5,8,0
5940,2013,4,7,2013.264,126,5.8,16,0
5941,2013,4,8,2013.267,122,8.4,17,0
5942,2013,4,9,2013.27,136,5.8,14,0
5943,2013,4,10,2013.273,139,6.2,10,0
5944,2013,4,11,2013.275,126,6.0,18,0
5945,2013,4,12,2013.278,125,7.7,17,0
5946,2013,4,13,2013.281,117,6.7,17,0
5947,2013,4,14,2013.284,110,5.8,19,0
5948,2013,4,15,2013.286,93,6.3,23,0
5949,2013,4,16,2013.289,93,4.9,19,0
5950,2013,4,17,2013.292,95,4.9,17,0
5951,2013,4,18,2013.295,85,4.4,22,0
5952,2013,4,19,2013.297,87,9.0,20,0
5953,2013,4,20,2013.3,90,7.4,16,0
5954,2013,4,21,2013.303,93,5.5,16,0
5955,2013,4,22,2013.305,89,5.8,20,0
5956,2013,4,23,2013.308,82,7.8,19,0
5957,2013,4,24,2013.311,98,5.6,20,0
5958,2013,4,25,2013.314,111,6.1,25,0
5959,2013,4,26,2013.316,105,6.2,19,0
5960,2013,4,27,2013.319,107,6.3,18,0
5961,2013,4,28,2013.322,102,6.9,18,0
5962,2013,4,29,2013.325,141,7.0,21,0
5963,2013,4,30,2013.327,150,11.4,18,0
5964,2013,5,1,2013.33,142,11.5,19,0
5965,2013,5,2,2013.333,104,7.1,19,0
5966,2013,5,3,2013.336,98,5.7,19,0
5967,2013,5,4,2013.338,122,5.7,18,0
5968,2013,5,5,2013.341,110,4.6,20,0
5969,2013,5,6,2013.344,108,5.6,20,0
5970,2013,5,7,2013.347,116,7.0,23,0
5971,2013,5,8,2013.349,122,7.8,18,0
5972,2013,5,9,2013.352,116,8.6,20,0
5973,2013,5,10,2013.355,125,6.5,17,0
5974,2013,5,11,2013.358,134,7.2,14,0
5975,2013,5,12,2013.36,142,7.6,13,0
5976,2013,5,13,2013.363,153,9.1,13,0
5977,2013,5,14,2013.366,160,9.4,16,0
5978,2013,5,15,2013.368,173,13.6,17,0
5979,2013,5,16,2013.371,206,11.0,13,0
5980,2013,5,17,2013.374,183,11.8,10,0
5981,2013,5,18,2013.377,133,11.5,15,0
5982,2013,5,19,2013.379,127,7.5,17,0
5983,2013,5,20,2013.382,112,8.2,11,0
5984,2013,5,21,2013.385,113,5.6,11,0
5985,2013,5,22,2013.388,131,10.9,16,0
5986,2013,5,23,2013.39,108,7.3,17,0
5987,2013,5,24,2013.393,108,10.4,11,0
5988,2013,5,25,2013.396,118,5.9,13,0
5989,2013,5,26,2013.399,96,9.3,12,0
5990,2013,5,27,2013.401,92,6.7,18,0
5991,2013,5,28,2013.404,78,6.0,19,0
5992,2013,5,29,2013.407,72,8.3,11,0
5993,2013,5,30,2013.41,73,8.3,12,0
5994,2013,5,31,2013.412,50,4.2,15,0
5995,2013,6,1,2013.415,60,4.2,14,0
5996,2013,6,2,2013.418,77,2.8,13,0
5997,2013,6,3,2013.421,64,5.0,15,0
5998,2013,6,4,2013.423,51,2.0,16,0
5999,2013,6,5,2013.426,79,3.9,21,0
6000,2013,6,6,2013.429,76,4.4,19,0
6001,2013,6,7,2013.432,48,4.2,21,0
6002,2013,6,8,2013.434,26,2.1,17,0
6003,2013,6,9,2013.437,35,3.1,12,0
6004,2013,6,10,2013.44,26,3.1,20,0
6005,2013,6,11,2013.442,16,1.5,16,0
6006,2013,6,12,2013.445,29,2.8,14,0
6007,2013,6,13,2013.448,51,5.6,15,0
6008,2013,6,14,2013.451,64,3.5,17,0
6009,2013,6,15,2013.453,95,4.8,16,0
6010,2013,6,16,2013.456,104,5.8,15,0
6011,2013,6,17,2013.459,111,5.3,19,0
6012,2013,6,18,2013.462,113,4.7,19,0
6013,2013,6,19,2013.464,123,5.4,17,0
6014,2013,6,20,2013.467,129,5.4,16,0
6015,2013,6,21,2013.47,139,8.0,16,0
6016,2013,6,22,2013.473,137,7.0,14,0
6017,2013,6,23,2013.475,118,8.3,12,0
6018,2013,6,24,2013.478,108,6.2,14,0
6019,2013,6,25,2013.481,77,9.1,15,0
6020,2013,6,26,2013.484,60,7.5,12,0
6021,2013,6,27,2013.486,61,5.3,16,0
6022,2013,6,28,2013.489,75,7.8,12,0
6023,2013,6,29,2013.492,69,4.8,14,0
6024,2013,6,30,2013.495,80,5.9,12,0
6025,2013,7,1,2013.497,77,6.1,17,0
6026,2013,7,2,2013.5,112,7.4,18,0
6027,2013,7,3,2013.503,109,10.8,11,0
6028,2013,7,4,2013.505,121,8.1,15,0
6029,2013,7,5,2013.508,109,8.6,14,0
6030,2013,7,6,2013.511,124,9.9,16,0
6031,2013,7,7,2013.514,141,8.4,18,0
6032,2013,7,8,2013.516,122,8.5,23,0
6033,2013,7,9,2013.519,110,6.2,22,0
6034,2013,7,10,2013.522,80,5.2,21,0
6035,2013,7,11,2013.525,79,8.3,18,0
6036,2013,7,12,2013.527,73,7.8,20,0
6037,2013,7,13,2013.53,36,4.5,14,0
6038,2013,7,14,2013.533,60,7.6,17,0
6039,2013,7,15,2013.536,77,5.6,21,0
6040,2013,7,16,2013.538,77,6.2,23,0
6041,2013,7,17,2013.541,73,4.2,19,0
6042,2013,7,18,2013.544,95,7.1,21,0
6043,2013,7,19,2013.547,85,10.0,20,0
6044,2013,7,20,2013.549,59,3.6,15,0
6045,2013,7,21,2013.552,53,3.0,18,0
6046,2013,7,22,2013.555,57,4.5,20,0
6047,2013,7,23,2013.558,80,8.4,22,0
6048,2013,7,24,2013.56,70,5.7,17,0
6049,2013,7,25,2013.563,85,5.8,22,0
6050,2013,7,26,2013.566,71,3.4,19,0
6051,2013,7,27,2013.568,68,3.5,16,0
6052,2013,7,28,2013.571,73,4.2,21,0
6053,2013,7,29,2013.574,103,5.2,19,0
